534	81
535	75
536	69
537	73
538	84
539	95
540	106
541	112
542	110
543	108
544	105
545	101
546	96
547	90
548	85
549	76
550	66
551	59
552	59
553	68
554	78
555	85
556	84
557	78
558	70
559	66
560	68
561	73
562	80
563	84
564	85
565	82
566	79
567	71
568	65
569	68
570	73
571	79
572	82
573	81
574	82
575	85
576	89
577	89
578	83
579	74
580	68
581	72
582	81
583	92
584	99
585	106
586	107
587	104
588	98
589	91
590	88
591	85
592	85
593	85
594	84
595	81
596	79
597	79
598	83
599	89
600	91
601	90
602	92
603	93
604	89
605	78
606	67
607	61
608	63
609	70
610	78
611	80
612	80
613	81
614	87
615	92
616	94
617	94
618	89
619	83
620	79
621	79
622	80
623	79
624	74
625	70
626	70
627	76
628	87
629	95
630	106
631	109
632	103
633	98
634	97
635	96
636	100
637	105
638	106
639	109
640	114
641	122
642	130
643	132
644	128
645	120
646	112
647	106
648	104
649	105
650	107
651	105
652	100
653	95
654	92
655	94
656	98
657	100
658	101
659	102
660	105
661	108
662	110
663	102
664	83
665	64
666	41
667	29
668	32
669	48
670	68
671	78
672	75
673	63
674	55
675	59
676	73
677	86
678	91
679	94
680	101
681	107
682	107
683	103
684	99
685	100
686	106
687	113
688	120
689	122
690	125
691	124
692	119
693	110
694	103
695	102
696	108
697	119
698	130
699	141
700	148
701	150
702	148
703	143
704	139
705	136
706	135
707	138
708	134
709	121
710	105
711	82
712	64
713	59
714	64
715	78
716	93
717	107
718	113
719	113
720	115
721	121
722	129
723	134
724	130
725	122
726	112
727	107
728	109
729	115
730	125
731	133
732	138
733	138
734	135
735	130
736	123
737	117
738	108
739	98
740	90
741	92
742	105
743	122
744	132
745	132
746	130
747	132
748	136
749	139
750	146
751	154
752	159
753	171
754	179
755	176
756	168
757	155
758	141
759	130
760	129
761	135
762	146
763	155
764	160
765	161
766	157
767	152
768	148
769	143
770	136
771	128
772	123
773	122
774	117
775	111
776	106
777	104
778	108
779	115
780	124
781	131
782	133
783	133
784	130
785	129
786	126
787	123
788	121
789	120
790	125
791	136
792	145
793	148
794	144
795	140
796	141
797	145
798	148
799	150
800	151
801	151
802	152
803	154
804	158
805	162
806	165
807	163
808	156
809	149
810	148
811	154
812	165
813	173
814	177
815	179
816	179
817	178
818	179
819	177
820	174
821	173
822	170
823	168
824	167
825	166
826	166
827	168
828	173
829	176
830	173
831	163
832	152
833	146
834	144
835	148
836	153
837	154
838	154
839	155
840	158
841	161
842	162
843	162
844	161
845	160
846	158
847	155
848	151
849	148
850	145
851	141
852	139
853	142
854	147
855	154
856	159
857	160
858	154
859	143
860	135
861	130
862	135
863	146
864	151
865	153
866	155
867	162
868	176
869	192
870	200
871	194
872	180
873	171
874	170
875	173
876	176
877	180
878	185
879	194
880	199
881	197
882	190
883	183
884	181
885	181
886	184
887	186
888	187
889	184
890	176
891	164
892	155
893	152
894	154
895	161
896	165
897	172
898	179
899	182
900	182
901	176
902	170
903	160
904	152
905	146
906	146
907	153
908	158
909	160
910	160
911	159
912	156
913	150
914	142
915	135
916	133
917	136
918	146
919	158
920	167
921	174
922	179
923	182
924	183
925	183
926	184
927	185
928	187
929	189
930	190
931	188
932	185
933	182
934	178
935	173
936	172
937	173
938	175
939	177
940	180
941	181
942	190
943	197
944	194
945	191
946	187
947	185
948	177
949	168
950	162
951	162
952	169
953	174
954	178
955	181
956	184
957	184
958	181
959	179
960	177
961	178
962	180
963	180
964	180
965	181
966	182
967	185
968	186
969	189
970	191
971	189
972	189
973	188
974	186
975	187
976	188
977	189
978	189
979	187
980	184
981	179
982	172
983	168
984	165
985	168
986	176
987	188
988	200
989	204
990	209
991	210
992	208
993	203
994	193
995	182
996	161
997	134
998	108
999	92
1000	93
1001	103
1002	120
1003	145
1004	171
1005	192
1006	200
1007	200
1008	200
1009	195
1010	189
1011	182
1012	180
1013	182
1014	188
1015	194
1016	195
1017	198
1018	199
1019	200
1020	196
1021	186
1022	176
1023	163
1024	154
1025	152
1026	158
1027	168
1028	175
1029	180
1030	182
1031	185
1032	185
1033	182
1034	178
1035	177
1036	176
1037	173
1038	169
1039	165
1040	166
1041	166
1042	167
1043	167
1044	171
1045	175
1046	177
1047	178
1048	177
1049	175
1050	173
1051	172
1052	171
1053	172
1054	173
1055	170
1056	166
1057	163
1058	163
1059	167
1060	174
1061	179
1062	187
1063	194
1064	196
1065	198
1066	198
1067	199
1068	198
1069	198
1070	201
1071	202
1072	200
1073	195
1074	190
1075	189
1076	193
1077	195
1078	195
1079	194
1080	197
1081	199
1082	197
1083	193
1084	189
1085	185
1086	182
1087	181
1088	182
1089	181
1090	180
1091	180
1092	180
1093	176
1094	170
1095	165
1096	165
1097	169
1098	176
1099	180
1100	180
1101	177
1102	172
1103	167
1104	163
1105	161
1106	162
1107	166
1108	168
1109	163
1110	153
1111	146
1112	147
1113	154
1114	163
1115	169
1116	171
1117	170
1118	168
1119	163
1120	153
1121	143
1122	135
1123	134
1124	136
1125	142
1126	150
1127	157
1128	165
1129	170
1130	172
1131	176
1132	178
1133	175
1134	170
1135	168
1136	169
1137	172
1138	177
1139	182
1140	184
1141	186
1142	190
1143	191
1144	187
1145	181
1146	175
1147	173
1148	173
1149	178
1150	182
1151	181
1152	177
1153	173
1154	171
1155	170
1156	172
1157	177
1158	174
1159	168
1160	167
1161	165
1162	162
1163	160
1164	158
1165	160
1166	162
1167	169
1168	175
1169	178
1170	178
1171	173
1172	167
1173	152
1174	134
1175	122
1176	121
1177	131
1178	143
1179	151
1180	152
1181	149
1182	145
1183	140
1184	137
1185	135
1186	138
1187	142
1188	150
1189	151
1190	144
1191	138
1192	134
1193	132
1194	136
1195	145
1196	153
1197	159
1198	159
1199	156
1200	151
1201	147
1202	146
1203	147
1204	151
1205	153
1206	157
1207	160
1208	160
1209	158
1210	154
1211	151
1212	149
1213	151
1214	154
1215	159
1216	166
1217	170
1218	174
1219	175
1220	175
1221	175
1222	177
1223	179
1224	180
1225	179
1226	177
1227	174
1228	170
1229	167
1230	168
1231	169
1232	166
1233	161
1234	154
1235	147
1236	139
1237	138
1238	145
1239	177
1240	200
1241	188
1242	160
1243	139
1244	145
1245	149
1246	153
1247	158
1248	156
1249	154
1250	155
1251	154
1252	153
1253	153
1254	155
1255	157
1256	157
1257	155
1258	152
1259	149
1260	147
1261	144
1262	140
1263	137
1264	135
1265	134
1266	135
1267	134
1268	128
1269	126
1270	127
1271	127
1272	127
1273	127
1274	129
1275	130
1276	128
1277	122
1278	114
1279	111
1280	119
1281	132
1282	144
1283	150
1284	154
1285	152
1286	144
1287	133
1288	125
1289	122
1290	127
1291	137
1292	146
1293	151
1294	152
1295	153
1296	153
1297	154
1298	157
1299	158
1300	155
1301	149
1302	146
1303	143
1304	141
1305	135
1306	121
1307	102
1308	74
1309	55
1310	54
1311	71
1312	100
1313	121
1314	139
1315	149
1316	157
1317	162
1318	162
1319	163
1320	163
1321	160
1322	156
1323	154
1324	154
1325	155
1326	156
1327	157
1328	159
1329	159
1330	158
1331	158
1332	158
1333	159
1334	160
1335	161
1336	161
1337	159
1338	155
1339	150
1340	147
1341	144
1342	142
1343	141
1344	141
1345	142
1346	143
1347	143
1348	143
1349	143
1350	144
1351	144
1352	144
1353	140
1354	136
1355	134
1356	133
1357	134
1358	137
1359	138
1360	136
1361	134
1362	131
1363	131
1364	133
1365	136
1366	138
1367	137
1368	136
1369	134
1370	132
1371	131
1372	130
1373	132
1374	131
1375	129
1376	131
1377	131
1378	128
1379	126
1380	124
1381	124
1382	126
1383	130
1384	133
1385	133
1386	134
1387	135
1388	136
1389	134
1390	131
1391	132
1392	132
1393	132
1394	133
1395	134
1396	135
1397	136
1398	137
1399	139
1400	141
1401	140
1402	139
1403	137
1404	138
1405	140
1406	142
1407	143
1408	143
1409	142
1410	142
1411	142
1412	142
1413	143
1414	144
1415	145
1416	146
1417	146
1418	146
1419	147
1420	147
1421	146
1422	147
1423	147
1424	146
1425	146
1426	147
1427	147
1428	146
1429	146
1430	147
1431	146
1432	145
1433	144
1434	143
1435	141
1436	139
1437	141
1438	147
1439	152
1440	156
1441	157
1442	155
1443	156
1444	153
1445	145
1446	117
1447	75
1448	35
1449	5
1450	0
1451	13
1452	41
1453	73
1454	95
1455	107
1456	103
1457	94
1458	87
1459	84
1460	85
1461	88
1462	94
1463	99
1464	103
1465	106
1466	109
1467	111
1468	112
1469	113
1470	115
1471	116
1472	117
1473	114
1474	109
1475	105
1476	102
1477	100
1478	99
1479	95
1480	91
1481	89
1482	90
1483	93
1484	97
1485	101
1486	102
1487	102
1488	103
1489	106
1490	112
1491	120
1492	127
1493	133
1494	137
1495	135
1496	131
1497	126
1498	122
1499	120
1500	117
1501	114
1502	111
1503	109
1504	108
1505	108
1506	108
1507	108
1508	106
1509	104
1510	104
1511	105
1512	106
1513	107
1514	104
1515	104
1516	104
1517	104
1518	103
1519	103
1520	106
1521	112
1522	118
1523	120
1524	117
1525	113
1526	113
1527	117
1528	120
1529	117
1530	113
1531	109
1532	106
1533	106
1534	107
1535	107
1536	107
1537	107
1538	109
1539	109
1540	109
1541	109
1542	109
1543	108
1544	106
1545	103
1546	102
1547	101
1548	101
1549	102
1550	102
1551	103
1552	104
1553	104
1554	105
1555	105
1556	104
1557	103
1558	102
1559	103
1560	103
1561	102
1562	103
1563	104
1564	104
1565	102
1566	102
1567	104
1568	106
1569	110
1570	111
1571	110
1572	108
1573	107
1574	106
1575	106
1576	109
1577	116
1578	119
1579	116
1580	108
1581	94
1582	78
1583	64
1584	51
1585	43
1586	42
1587	44
1588	48
1589	49
1590	45
1591	40
1592	37
1593	38
1594	40
1595	41
1596	41
1597	40
1598	40
1599	45
1600	59
1601	77
1602	98
1603	115
1604	123
1605	128
1606	128
1607	125
1608	123
1609	118
1610	110
1611	93
1612	74
1613	64
1614	60
1615	64
1616	67
1617	69
1618	70
1619	72
1620	70
1621	69
1622	72
1623	76
1624	78
1625	76
1626	77
1627	81
1628	85
1629	84
1630	77
1631	66
1632	60
1633	64
1634	76
1635	86
1636	85
1637	73
1638	62
1639	58
1640	64
1641	72
1642	76
1643	73
1644	68
1645	63
1646	63
1647	64
1648	65
1649	65
1650	68
1651	75
1652	83
1653	88
1654	89
1655	89
1656	87
1657	86
1658	89
1659	94
1660	99
1661	98
1662	93
1663	88
1664	84
1665	81
1666	80
1667	81
1668	80
1669	77
1670	75
1671	75
1672	75
1673	76
1674	80
1675	84
1676	87
1677	86
1678	83
1679	80
1680	77
1681	75
1682	74
1683	73
1684	75
1685	80
1686	83
1687	85
1688	86
1689	85
1690	82
1691	80
1692	79
1693	79
1694	79
1695	81
1696	82
1697	80
1698	81
1699	85
1700	87
1701	90
1702	91
1703	91
1704	90
1705	88
1706	86
1707	84
1708	84
1709	86
1710	89
1711	92
1712	92
1713	91
1714	89
1715	89
1716	89
1717	90
1718	92
1719	92
1720	92
1721	91
1722	91
1723	91
1724	93
1725	93
1726	92
1727	91
1728	88
1729	87
1730	87
1731	88
1732	89
1733	89
1734	88
1735	87
1736	86
1737	85
1738	85
1739	87
1740	89
1741	89
1742	89
1743	88
1744	86
1745	86
1746	86
1747	88
1748	90
1749	90
1750	90
1751	89
1752	89
1753	89
1754	90
1755	90
1756	89
1757	90
1758	91
1759	93
1760	95
1761	96
1762	99
1763	101
1764	105
1765	110
1766	114
1767	119
1768	123
1769	125
1770	126
1771	117
1772	100
1773	61
1774	21
1775	3
1776	0
1777	0
1778	0
1779	0
1780	0
1781	0
1782	0
1783	5
1784	32
1785	46
1786	41
1787	25
1788	8
1789	0
1790	0
1791	0
1792	0
1793	0
1794	2
1795	8
1796	15
1797	22
1798	28
1799	32
1800	39
1801	45
1802	49
1803	53
1804	57
1805	60
1806	65
1807	71
1808	75
1809	79
1810	80
1811	80
1812	80
1813	81
1814	82
1815	81
1816	79
1817	77
1818	77
1819	77
1820	78
1821	79
1822	80
1823	81
1824	81
1825	80
1826	79
1827	78
1828	77
1829	76
1830	76
1831	76
1832	74
1833	71
1834	69
1835	68
1836	68
1837	68
1838	69
1839	74
1840	77
1841	73
1842	69
1843	66
1844	66
1845	66
1846	68
1847	71
1848	74
1849	74
1850	73
1851	73
1852	73
1853	72
1854	69
1855	66
1856	64
1857	63
1858	63
1859	64
1860	65
1861	66
1862	66
1863	65
1864	64
1865	62
1866	62
1867	62
1868	61
1869	60
1870	60
1871	60
1872	61
1873	61
1874	60
1875	61
1876	62
1877	63
1878	62
1879	59
1880	58
1881	54
1882	52
1883	52
1884	53
1885	54
1886	55
1887	55
1888	55
1889	54
1890	53
1891	53
1892	53
1893	53
1894	53
1895	52
1896	51
1897	49
1898	48
1899	47
1900	46
1901	46
1902	46
1903	46
1904	45
1905	45
1906	43
1907	41
1908	39
1909	38
1910	37
1911	37
1912	38
1913	41
1914	42
1915	42
1916	41
1917	40
1918	40
1919	40
1920	40
1921	39
1922	38
1923	38
1924	38
1925	38
1926	38
1927	38
1928	39
1929	41
1930	43
1931	42
1932	42
1933	42
1934	43
1935	43
1936	42
1937	40
1938	37
1939	34
1940	32
1941	32
1942	34
1943	37
1944	41
1945	44
1946	45
1947	45
1948	45
1949	45
1950	45
1951	44
1952	44
1953	44
1954	43
1955	41
1956	38
1957	37
1958	36
1959	36
1960	36
1961	38
1962	38
1963	38
1964	40
1965	40
1966	39
1967	37
1968	36
1969	35
1970	34
1971	34
1972	36
1973	38
1974	37
1975	36
1976	35
1977	34
1978	34
1979	36
1980	37
1981	38
1982	40
1983	41
1984	41
1985	42
1986	41
1987	38
1988	37
1989	37
1990	38
1991	37
1992	37
1993	37
1994	35
1995	34
1996	33
1997	33
1998	32
1999	31
